hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,total_guests
Resort Hotel,1,148,2017,April,15,10,1,3,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,111.25,0,2,Canceled,2017-01-09,Paula Riley,PRiley82@yandex.com,580-563-6257,************5794,3.0
Resort Hotel,1,148,2017,April,15,10,1,3,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,184.25,0,2,Canceled,2017-01-09,Veronica Riggs,Veronica.R@protonmail.com,367-221-6487,************9255,3.0
Resort Hotel,1,29,2017,April,15,10,1,4,2,2.0,0,BB,RUS,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0.0,0,Transient,127.0,0,0,Canceled,2017-03-12,Victoria Villarreal,VVillarreal@comcast.net,587-431-9271,************3773,4.0
Resort Hotel,1,62,2017,April,15,10,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,79.0,0,1,Canceled,2017-02-07,William Arias,William_A@yahoo.com,583-303-7183,************5625,2.0
Resort Hotel,1,65,2017,April,15,10,1,5,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,314.0,0.0,0,Transient,103.68,0,0,Canceled,2017-04-08,Christopher Beltran,Christopher_Beltran@outlook.com,149-662-6361,************4176,3.0
Resort Hotel,1,238,2017,April,15,10,1,5,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,0.0,0,Transient,77.85,0,0,Canceled,2016-08-15,Matthew Martinez,Matthew_M92@hotmail.com,334-587-8721,************7982,1.0
Resort Hotel,1,212,2017,April,15,10,3,6,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,76.9,0,1,Canceled,2016-09-21,Olivia Pierce,Olivia_P79@comcast.net,972-766-2285,************3617,2.0
Resort Hotel,1,39,2017,April,15,10,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,117.0,0,0,Canceled,2017-03-28,Antonio Sanchez,Sanchez.Antonio@att.com,107-476-2352,************9612,2.0
Resort Hotel,1,62,2017,April,15,10,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,94.0,0,1,Canceled,2017-02-07,Adrienne Williams,Adrienne.Williams@verizon.com,364-624-9249,************2274,2.0
Resort Hotel,1,5,2017,April,15,11,0,1,2,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,F,0,Non Refund,0.0,0.0,0,Transient,100.0,0,0,Canceled,2017-04-06,Julie Smith,Julie.Smith@comcast.net,844-040-1364,************4170,2.0
Resort Hotel,1,23,2017,April,15,11,0,2,2,1.0,0,Undefined,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314.0,0.0,0,Transient,135.5,0,1,Canceled,2017-03-23,Dwayne Jacobs,Jacobs.Dwayne@hotmail.com,930-383-1973,************3140,3.0
Resort Hotel,1,52,2017,April,15,11,0,2,3,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0.0,0,Transient,150.0,0,0,Canceled,2017-04-04,Larry Jackson,LJackson36@gmail.com,167-020-0826,************4992,4.0
Resort Hotel,1,70,2017,April,15,11,0,4,2,0.0,0,Undefined,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,0.0,0,Transient,128.8,0,1,Canceled,2017-03-20,Michael Harrison,Harrison_Michael@gmail.com,733-006-8655,************6855,2.0
Resort Hotel,1,51,2017,April,15,11,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,90.0,0,2,Canceled,2017-03-05,Gina Mills DDS,DDS_Gina@mail.com,383-591-7900,************6022,2.0
Resort Hotel,1,70,2017,April,15,11,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,80.0,0,1,Canceled,2017-02-01,Michael Armstrong,Armstrong.Michael95@yahoo.com,789-239-0187,************9058,2.0
Resort Hotel,1,70,2017,April,15,11,0,4,2,0.0,0,Undefined,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,0.0,0,Transient,128.8,0,1,Canceled,2017-03-20,Anne White,White_Anne@protonmail.com,882-993-0180,************3897,2.0
Resort Hotel,1,70,2017,April,15,11,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,80.0,0,1,Canceled,2017-02-01,Kathryn Lyons,Lyons.Kathryn@outlook.com,155-526-8190,************9133,2.0
Resort Hotel,1,62,2017,April,15,11,0,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,128.0,0,0,Canceled,2017-02-11,Joann Cohen,JCohen@att.com,888-228-8202,************7301,2.0
Resort Hotel,1,76,2017,April,15,11,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,105.0,0,0,Canceled,2017-03-26,Bryce Macias,Bryce_Macias39@mail.com,631-912-6292,************3474,2.0
Resort Hotel,1,25,2017,April,15,11,2,7,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,Refundable,250.0,0.0,0,Transient,115.5,0,1,Canceled,2017-04-10,Heather Richards,Heather.R@outlook.com,625-952-0161,************1390,2.0
Resort Hotel,1,25,2017,April,15,11,2,7,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,0.0,0,Transient,115.5,0,1,Canceled,2017-04-10,Heather Gonzalez,Heather_Gonzalez@gmail.com,668-231-6621,************5752,2.0
Resort Hotel,1,220,2017,April,15,12,0,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,96.3,0,0,Canceled,2016-09-06,Paul Rogers,Paul_Rogers57@mail.com,305-898-0905,************9613,2.0
Resort Hotel,1,27,2017,April,15,12,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,102.5,0,1,Canceled,2017-03-18,Eric Henry,Henry_Eric18@outlook.com,264-314-7178,************8256,2.0
Resort Hotel,1,50,2017,April,15,12,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,90.0,0,0,Canceled,2017-03-07,Alan Palmer,AlanPalmer@verizon.com,697-579-2275,************6877,2.0
Resort Hotel,1,32,2017,April,15,12,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,105.0,0,3,Canceled,2017-03-22,David Gomez,David.Gomez@att.com,276-189-6193,************7680,2.0
Resort Hotel,1,77,2017,April,15,12,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,81.67,0,0,Canceled,2017-01-25,Mr. Jason Maynard,Mr._M@zoho.com,752-918-8003,************4054,2.0
Resort Hotel,1,42,2017,April,15,12,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,97.5,0,2,Canceled,2017-03-21,Ethan Hardy,Ethan.H38@mail.com,274-692-2245,************5081,2.0
Resort Hotel,1,141,2017,April,15,12,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,75.0,0,0,Canceled,2017-02-19,Steven Tran,Steven_Tran@gmail.com,735-770-1893,************1759,2.0
Resort Hotel,1,141,2017,April,15,12,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,75.0,0,0,Canceled,2017-02-19,Charles Richardson,Charles_R@aol.com,797-303-5343,************4815,2.0
Resort Hotel,1,95,2017,April,15,12,1,4,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,108.0,0,2,Canceled,2017-02-08,Marc Williams,Marc_W@comcast.net,961-717-0910,************5569,2.0
Resort Hotel,1,203,2017,April,15,12,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,81.0,0,0,Canceled,2016-09-22,Steven Wolf,Steven_Wolf16@gmail.com,177-689-0602,************2869,2.0
Resort Hotel,1,66,2017,April,15,12,2,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,75.0,0,0,Canceled,2017-02-05,Ronald Hahn,RHahn@comcast.net,377-049-0196,************3118,2.0
Resort Hotel,1,19,2017,April,15,12,2,4,2,2.0,0,BB,AUT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,182.5,0,0,Canceled,2017-03-25,Alexandra Chavez,Alexandra.C@att.com,888-479-1885,************1368,4.0
Resort Hotel,1,13,2017,April,15,13,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,154.0,0,Transient,45.0,0,0,Canceled,2017-03-31,Kathleen Russell,Russell.Kathleen85@yandex.com,477-355-4706,************8172,1.0
Resort Hotel,1,26,2017,April,15,13,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,242.0,0.0,0,Transient,200.0,0,1,Canceled,2017-03-27,Stephen Adams,StephenAdams@gmail.com,834-232-4542,************3845,3.0
Resort Hotel,1,153,2017,April,15,13,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,60.0,0,2,Canceled,2017-01-24,Thomas Smith,Smith.Thomas14@protonmail.com,119-448-4945,************2017,2.0
Resort Hotel,1,63,2017,April,15,13,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,115.0,0,0,Canceled,2017-02-11,Lori Arnold,Arnold.Lori@mail.com,622-837-2507,************6076,2.0
Resort Hotel,1,66,2017,April,15,13,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,132.0,0,0,Canceled,2017-02-06,Brian Ford,Brian.Ford@verizon.com,106-546-1363,************2919,2.0
Resort Hotel,1,134,2017,April,15,13,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,3.0,0.0,0,Transient-Party,95.4,0,1,Canceled,2017-03-10,Jeremy Ramos,JRamos@gmail.com,470-437-2654,************4805,2.0
Resort Hotel,1,73,2017,April,15,13,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,117.0,0,0,Canceled,2017-01-30,Matthew Bailey,Matthew_B40@comcast.net,827-548-4253,************5785,2.0
Resort Hotel,1,23,2017,April,15,13,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,152.0,0,1,Canceled,2017-03-22,Lisa Ruiz,Lisa.R@att.com,375-870-8576,************9789,2.0
Resort Hotel,1,40,2017,April,15,13,0,3,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0.0,0,Transient,193.0,0,1,Canceled,2017-03-09,Barbara Bell,Barbara.Bell76@mail.com,547-868-5749,************9841,4.0
Resort Hotel,1,66,2017,April,15,13,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,132.0,0,0,Canceled,2017-02-06,Mr. Ronald Walker MD,MMD@zoho.com,997-441-3151,************1831,2.0
Resort Hotel,1,246,2017,April,15,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,101.7,0,1,Canceled,2017-03-29,Matthew Flowers,MatthewFlowers@hotmail.com,233-848-1729,************7495,2.0
Resort Hotel,1,80,2017,April,15,13,0,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0.0,0,Transient,102.34,0,1,Canceled,2017-01-24,Sean Vaughn,Sean_V98@aol.com,142-580-3519,************8683,3.0
Resort Hotel,1,134,2017,April,15,13,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,3.0,0.0,0,Transient-Party,95.4,0,1,Canceled,2017-03-10,Crystal Garcia,CrystalGarcia60@aol.com,413-061-4547,************1398,2.0
Resort Hotel,1,32,2017,April,15,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,120.0,0,1,Canceled,2017-04-01,Amy Lang,Lang_Amy43@att.com,416-897-7246,************2469,2.0
Resort Hotel,1,35,2017,April,15,13,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,167.0,0,3,Canceled,2017-03-22,Anna Ellis,AnnaEllis@hotmail.com,566-052-2373,************3017,2.0
Resort Hotel,1,180,2017,April,15,13,0,3,3,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0.0,0,Transient,160.0,0,1,Canceled,2017-03-05,Amber Martinez,Amber.Martinez@gmail.com,670-021-3691,************8788,4.0
Resort Hotel,1,43,2017,April,15,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,105.0,0,2,Canceled,2017-03-30,Justin Hayes,JustinHayes@yandex.com,527-057-4894,************5796,2.0
Resort Hotel,1,261,2017,April,15,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,74.25,0,0,Canceled,2016-07-26,Chelsea Freeman,Chelsea.F@verizon.com,881-350-2987,************7746,2.0
Resort Hotel,1,62,2017,April,15,13,1,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0.0,0,Transient,116.75,0,0,Canceled,2017-03-09,Jill Brown,Jill_B@yahoo.com,477-829-2961,************6563,4.0
Resort Hotel,1,35,2017,April,15,13,1,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,162.0,0,0,Canceled,2017-03-09,Heather Rubio,Heather_Rubio62@verizon.com,595-946-6831,************3692,2.0
Resort Hotel,1,90,2017,April,15,13,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,108.75,0,2,Canceled,2017-01-20,Caroline Day,Day.Caroline95@gmail.com,104-366-6250,************6024,2.0
Resort Hotel,1,43,2017,April,15,13,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,115.0,0,0,Canceled,2017-03-01,James Fitzgerald,James_Fitzgerald@gmail.com,155-975-8986,************6482,2.0
Resort Hotel,1,230,2017,April,15,13,1,3,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,0.0,0,Transient-Party,111.83,0,2,Canceled,2017-03-03,Adrienne Logan,AdrienneLogan@hotmail.com,482-634-1485,************5682,3.0
Resort Hotel,1,167,2017,April,15,13,2,3,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,94.5,0,3,Canceled,2016-11-14,Matthew Brooks,Brooks.Matthew67@protonmail.com,774-953-1933,************1040,1.0
Resort Hotel,1,230,2017,April,15,13,1,3,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0.0,0,Transient-Party,195.25,0,2,Canceled,2017-03-03,Kathleen Diaz,Kathleen.D@zoho.com,410-714-7292,************2658,3.0
Resort Hotel,1,76,2017,April,15,13,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,78.75,0,1,Canceled,2017-02-20,Michael Galloway,Michael.G59@outlook.com,924-969-1293,************9716,2.0
Resort Hotel,1,167,2017,April,15,13,2,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,94.5,0,3,Canceled,2016-11-14,Patricia Alexander,PAlexander50@protonmail.com,314-769-7665,************7972,2.0
Resort Hotel,1,86,2017,April,15,13,2,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,93.94,0,0,Canceled,2017-04-11,Christopher Perry,Christopher_Perry@att.com,947-819-4444,************3572,2.0
Resort Hotel,1,72,2017,April,15,13,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,72.5,0,1,Canceled,2017-01-31,Eric Turner,Turner.Eric@yandex.com,363-281-1426,************3194,2.0
Resort Hotel,1,159,2017,April,15,13,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,60.0,0,2,Canceled,2016-12-18,James Willis,JamesWillis@xfinity.com,125-661-5321,************4846,2.0
Resort Hotel,1,227,2017,April,15,13,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,65.04,0,2,Canceled,2016-09-01,Ashley Fisher,Fisher.Ashley@verizon.com,160-590-3080,************2047,2.0
Resort Hotel,1,224,2017,April,15,13,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,65.04,0,2,Canceled,2016-09-05,Joseph Smith,JosephSmith@protonmail.com,701-462-1719,************4979,2.0
Resort Hotel,1,162,2017,April,15,13,2,7,2,2.0,0,BB,NOR,Online TA,TA/TO,0,0,0,G,G,5,No Deposit,240.0,0.0,0,Transient,130.0,0,0,Canceled,2017-03-13,Tiffany Bryant,Tiffany_B68@yandex.com,723-351-8677,************9379,4.0
Resort Hotel,1,161,2017,April,15,13,2,7,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,67.5,0,1,Canceled,2017-03-12,Patricia Winters,PatriciaWinters@hotmail.com,111-316-6391,************8954,2.0
Resort Hotel,1,162,2017,April,15,13,2,7,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,E,E,5,No Deposit,240.0,0.0,0,Transient-Party,90.0,0,0,Canceled,2016-11-07,Trevor Peterson,Trevor_Peterson@yahoo.com,270-117-5307,************7896,2.0
Resort Hotel,1,162,2017,April,15,13,2,7,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,E,E,5,No Deposit,240.0,0.0,0,Transient-Party,90.0,0,0,Canceled,2016-11-03,Barbara Snow,BSnow@comcast.net,596-398-7832,************3719,2.0
Resort Hotel,1,161,2017,April,15,13,2,7,2,2.0,0,BB,NOR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,130.0,0,1,Canceled,2017-03-13,Stuart Hobbs,Stuart.Hobbs46@hotmail.com,837-835-5945,************8795,4.0
Resort Hotel,1,162,2017,April,15,13,2,7,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,E,E,6,No Deposit,240.0,0.0,0,Transient-Party,90.0,0,0,Canceled,2016-11-03,Natalie Perez,NataliePerez@yahoo.com,133-505-3279,************4254,2.0
Resort Hotel,1,58,2017,April,15,14,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,0.0,0,Transient-Party,80.0,0,0,Canceled,2017-02-15,Kelly Higgins,KHiggins@gmail.com,621-562-8479,************2810,2.0
Resort Hotel,1,71,2017,April,15,14,0,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,117.0,0,2,Canceled,2017-03-06,Ryan Ayers,Ayers_Ryan63@mail.com,991-336-7757,************7280,2.0
Resort Hotel,1,58,2017,April,15,14,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,0.0,0,Transient-Party,80.0,0,0,Canceled,2017-02-15,Chad Cox,ChadCox@verizon.com,703-302-1904,************2145,2.0
Resort Hotel,1,43,2017,April,15,14,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,105.0,0,1,Canceled,2017-03-13,James Davis,James_Davis@att.com,431-188-5116,************5423,2.0
Resort Hotel,1,43,2017,April,15,14,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,105.0,0,1,Canceled,2017-03-13,John Haley,Haley.John24@aol.com,477-145-6309,************2191,2.0
Resort Hotel,1,43,2017,April,15,14,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,105.0,0,1,Canceled,2017-03-13,Michael Davis,Davis.Michael90@verizon.com,971-139-9388,************3559,2.0
Resort Hotel,1,80,2017,April,15,14,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,76.67,0,0,Canceled,2017-01-24,Ashley Davis,Davis.Ashley86@mail.com,151-057-3693,************4455,2.0
Resort Hotel,1,186,2017,April,15,14,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,76.67,0,1,Canceled,2017-01-05,Kyle Cannon,Cannon_Kyle50@mail.com,161-237-7233,************2614,2.0
Resort Hotel,1,14,2017,April,15,14,1,2,2,2.0,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,243.0,0,0,Canceled,2017-04-06,Nicholas Castro,Castro.Nicholas@yahoo.com,809-235-6879,************7221,4.0
Resort Hotel,1,172,2017,April,15,14,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,76.67,0,1,Canceled,2017-01-25,Scott Bradford,SBradford37@aol.com,471-371-1462,************9290,2.0
Resort Hotel,1,98,2017,April,15,14,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,106.67,0,0,Canceled,2017-01-07,Patrick Webster,Webster.Patrick@verizon.com,837-548-1616,************6612,2.0
Resort Hotel,1,72,2017,April,15,14,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,76.67,0,0,Canceled,2017-03-07,Debra Faulkner,DebraFaulkner@outlook.com,799-414-7752,************5279,2.0
Resort Hotel,1,60,2017,April,15,14,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,91.67,0,1,Canceled,2017-02-28,Amber Ortiz,Ortiz_Amber@aol.com,707-692-2811,************7012,2.0
Resort Hotel,1,55,2017,April,15,14,1,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,98.33,0,0,Canceled,2017-02-20,Richard Booker,Richard_Booker@mail.com,387-923-5699,************3770,2.0
Resort Hotel,1,79,2017,April,15,14,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,76.67,0,0,Canceled,2017-01-27,Jeffrey Stephens,JStephens@outlook.com,669-216-6826,************3871,2.0
Resort Hotel,1,72,2017,April,15,14,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,76.67,0,0,Canceled,2017-02-05,Lisa Snow,LisaSnow@gmail.com,168-133-1917,************1699,2.0
Resort Hotel,1,70,2017,April,15,14,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,91.67,0,1,Canceled,2017-02-04,Brandon Harris,Brandon_H71@yandex.com,486-729-5910,************8842,2.0
Resort Hotel,1,208,2017,April,15,14,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,94.8,0,2,Canceled,2017-03-07,Justin Mcclure,Mcclure_Justin34@zoho.com,360-130-4624,************6034,2.0
Resort Hotel,1,87,2017,April,15,14,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,76.67,0,1,Canceled,2017-04-04,Amy Blanchard,Amy_Blanchard64@verizon.com,275-488-9127,************1037,2.0
Resort Hotel,1,229,2017,April,15,14,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0.0,0,Transient,70.25,0,1,Canceled,2016-10-05,Sabrina Liu DDS,Sabrina_DDS@yandex.com,701-848-8859,************4347,2.0
Resort Hotel,1,75,2017,April,15,14,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,87.5,0,0,Canceled,2017-02-04,Rebecca Brown,Rebecca_B77@hotmail.com,781-134-5948,************6602,2.0
Resort Hotel,1,272,2017,April,15,14,2,2,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,91.35,0,0,Canceled,2016-07-25,Russell Wright,RussellWright@protonmail.com,426-430-1716,************3351,2.0
Resort Hotel,1,111,2017,April,15,14,2,3,2,2.0,0,BB,MDV,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,140.0,0,0,Canceled,2017-02-21,Doris Dalton,Doris_D@mail.com,945-178-1339,************3562,4.0
Resort Hotel,1,102,2017,April,15,14,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240.0,0.0,0,Transient,100.0,0,2,Canceled,2017-04-01,Gerald Rowland,Gerald_R44@att.com,613-345-7772,************3139,2.0
Resort Hotel,1,69,2017,April,15,14,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,70.0,0,2,Canceled,2017-02-15,Natalie Wells,Wells_Natalie@verizon.com,107-617-8713,************8662,2.0
Resort Hotel,1,111,2017,April,15,14,2,3,1,0.0,0,BB,MDV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,61.0,0,1,Canceled,2017-02-21,Brian Smith,Smith.Brian@xfinity.com,384-105-7436,************6580,1.0
